real_name,game_id,player_id,lichess_game_id,date_utc,white,black,white_elo,black_elo,result,player_color,player_result,eco,opening,total_moves,termination,time_control,variant,move_times_json
"IM Chan, Kim Yew",112,5,DQUOgSwn,2026.03.19,darkgamer69,Smirnov85,2287,2393,1/2-1/2,black,draw,A15,English Opening: Anglo-Indian Defense,62,Normal,600+5,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:04"", ""0:10:05"", ""0:10:07"", ""0:10:03"", ""0:10:09"", ""0:10:02"", ""0:10:09"", ""0:10:00"", ""0:10:12"", ""0:08:49"", ""0:10:06"", ""0:08:45"", ""0:09:52"", ""0:07:54"", ""0:09:50"", ""0:07:57"", ""0:09:47"", ""0:06:57"", ""0:09:39"", ""0:06:41"", ""0:09:07"", ""0:06:42"", ""0:07:10"", ""0:06:08"", ""0:06:52"", ""0:05:56"", ""0:05:56"", ""0:05:17"", ""0:04:46"", ""0:05:02"", ""0:04:51"", ""0:05:05"", ""0:04:55"", ""0:04:43"", ""0:04:01"", ""0:04:05"", ""0:03:37"", ""0:03:32"", ""0:02:55"", ""0:02:35"", ""0:02:20"", ""0:02:18"", ""0:01:59"", ""0:00:48"", ""0:01:27"", ""0:00:47"", ""0:01:16"", ""0:00:52"", ""0:01:04"", ""0:00:55"", ""0:00:48"", ""0:00:51"", ""0:00:39"", ""0:00:13"", ""0:00:44"", ""0:00:14"", ""0:00:44"", ""0:00:18"", ""0:00:49"", ""0:00:23"", ""0:00:50"", ""0:00:27"", ""0:00:51"", ""0:00:31"", ""0:00:56"", ""0:00:35"", ""0:00:57"", ""0:00:37"", ""0:00:57"", ""0:00:39"", ""0:00:58"", ""0:00:43"", ""0:00:58"", ""0:00:46"", ""0:00:59"", ""0:00:47"", ""0:01:01"", ""0:00:41"", ""0:01:01"", ""0:00:45"", ""0:01:02"", ""0:00:48"", ""0:01:03"", ""0:00:53"", ""0:01:07"", ""0:00:55"", ""0:01:04"", ""0:00:57"", ""0:00:58"", ""0:00:58"", ""0:00:48"", ""0:01:00"", ""0:00:53"", ""0:01:04"", ""0:00:54"", ""0:01:01"", ""0:00:58"", ""0:01:04"", ""0:01:00"", ""0:01:05"", ""0:01:02"", ""0:01:08"", ""0:01:05"", ""0:01:08"", ""0:01:07"", ""0:01:06"", ""0:01:07"", ""0:01:08"", ""0:00:55"", ""0:00:54"", ""0:00:45"", ""0:00:54"", ""0:00:48"", ""0:00:54"", ""0:00:46"", ""0:00:57"", ""0:00:46"", ""0:01:02"", ""0:00:51"", ""0:01:07"", ""0:00:50""]"
"IM Chan, Kim Yew",113,5,sy74undq,2026.03.17,FuegoAbrumador,Smirnov85,2615,2547,0-1,black,win,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",59,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:57"", ""0:02:58"", ""0:02:57"", ""0:02:54"", ""0:02:57"", ""0:02:54"", ""0:02:56"", ""0:02:51"", ""0:02:55"", ""0:02:43"", ""0:02:52"", ""0:02:33"", ""0:02:46"", ""0:02:31"", ""0:02:35"", ""0:02:21"", ""0:02:27"", ""0:02:16"", ""0:02:18"", ""0:02:11"", ""0:02:01"", ""0:02:04"", ""0:01:57"", ""0:02:01"", ""0:01:52"", ""0:02:00"", ""0:01:29"", ""0:01:55"", ""0:01:14"", ""0:01:54"", ""0:01:11"", ""0:01:23"", ""0:01:09"", ""0:01:22"", ""0:00:55"", ""0:01:22"", ""0:00:45"", ""0:01:16"", ""0:00:26"", ""0:01:13"", ""0:00:19"", ""0:01:06"", ""0:00:18"", ""0:01:05"", ""0:00:12"", ""0:00:57"", ""0:00:12"", ""0:00:56"", ""0:00:12"", ""0:00:52"", ""0:00:12"", ""0:00:52"", ""0:00:11"", ""0:00:51"", ""0:00:09"", ""0:00:47"", ""0:00:06"", ""0:00:45"", ""0:00:05"", ""0:00:26"", ""0:00:05"", ""0:00:26"", ""0:00:05"", ""0:00:20"", ""0:00:05"", ""0:00:18"", ""0:00:05"", ""0:00:17"", ""0:00:04"", ""0:00:15"", ""0:00:03"", ""0:00:14"", ""0:00:03"", ""0:00:14"", ""0:00:03"", ""0:00:14"", ""0:00:03"", ""0:00:13"", ""0:00:03"", ""0:00:13"", ""0:00:02"", ""0:00:12"", ""0:00:02"", ""0:00:11"", ""0:00:02"", ""0:00:11"", ""0:00:02"", ""0:00:10"", ""0:00:02"", ""0:00:10"", ""0:00:02"", ""0:00:09"", ""0:00:02"", ""0:00:09"", ""0:00:02"", ""0:00:09"", ""0:00:02"", ""0:00:08"", ""0:00:02"", ""0:00:08"", ""0:00:01"", ""0:00:07"", ""0:00:01"", ""0:00:07"", ""0:00:01"", ""0:00:06"", ""0:00:01"", ""0:00:06"", ""0:00:00"", ""0:00:06"", ""0:00:00"", ""0:00:06""]"
"IM Chan, Kim Yew",114,5,o1fVH2qw,2026.03.17,RYWong,Smirnov85,2389,2570,1-0,black,loss,A10,English Opening: Great Snake Variation,50,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:49"", ""0:02:59"", ""0:02:37"", ""0:02:58"", ""0:02:26"", ""0:02:57"", ""0:02:25"", ""0:02:55"", ""0:02:23"", ""0:02:54"", ""0:02:21"", ""0:02:53"", ""0:02:17"", ""0:02:49"", ""0:02:14"", ""0:02:43"", ""0:02:06"", ""0:02:36"", ""0:02:05"", ""0:02:35"", ""0:02:05"", ""0:02:12"", ""0:01:57"", ""0:02:05"", ""0:01:25"", ""0:01:57"", ""0:01:16"", ""0:01:47"", ""0:01:12"", ""0:01:43"", ""0:01:10"", ""0:01:29"", ""0:00:58"", ""0:01:21"", ""0:00:56"", ""0:01:19"", ""0:00:41"", ""0:01:13"", ""0:00:36"", ""0:01:10"", ""0:00:31"", ""0:01:06"", ""0:00:29"", ""0:01:01"", ""0:00:22"", ""0:00:47"", ""0:00:22"", ""0:00:21"", ""0:00:21"", ""0:00:15"", ""0:00:19"", ""0:00:14"", ""0:00:15"", ""0:00:12"", ""0:00:13"", ""0:00:10"", ""0:00:10"", ""0:00:08"", ""0:00:10"", ""0:00:08"", ""0:00:10"", ""0:00:07"", ""0:00:10"", ""0:00:07"", ""0:00:09"", ""0:00:07"", ""0:00:08"", ""0:00:06"", ""0:00:07"", ""0:00:06"", ""0:00:07"", ""0:00:06"", ""0:00:07"", ""0:00:06"", ""0:00:06"", ""0:00:06"", ""0:00:06"", ""0:00:06"", ""0:00:06"", ""0:00:06"", ""0:00:06"", ""0:00:06"", ""0:00:06"", ""0:00:05"", ""0:00:06"", ""0:00:05"", ""0:00:06"", ""0:00:05"", ""0:00:06"", ""0:00:05"", ""0:00:06"", ""0:00:05"", ""0:00:05"", ""0:00:04"", ""0:00:04"", ""0:00:04"", ""0:00:04""]"
"IM Chan, Kim Yew",115,5,ubsAlXBu,2026.03.13,GS7877koh,Smirnov85,1500,1842,1/2-1/2,black,draw,?,?,20,Time forfeit,15+0,From Position,"[""0:00:15"", ""0:00:15"", ""0:00:15"", ""0:00:15"", ""0:00:14"", ""0:00:14"", ""0:00:12"", ""0:00:14"", ""0:00:12"", ""0:00:13"", ""0:00:12"", ""0:00:13"", ""0:00:11"", ""0:00:13"", ""0:00:10"", ""0:00:12"", ""0:00:09"", ""0:00:12"", ""0:00:09"", ""0:00:11"", ""0:00:08"", ""0:00:11"", ""0:00:07"", ""0:00:10"", ""0:00:07"", ""0:00:09"", ""0:00:06"", ""0:00:08"", ""0:00:05"", ""0:00:08"", ""0:00:04"", ""0:00:07"", ""0:00:03"", ""0:00:07"", ""0:00:03"", ""0:00:06"", ""0:00:03"", ""0:00:06"", ""0:00:01"", ""0:00:05""]"
"IM Chan, Kim Yew",116,5,WuKsDnmI,2026.03.13,Smirnov85,GS7877koh,1842,1500,1-0,white,win,?,?,28,Normal,15+0,From Position,"[""0:00:15"", ""0:01:15"", ""0:00:15"", ""0:01:13"", ""0:00:15"", ""0:01:12"", ""0:00:15"", ""0:01:11"", ""0:00:15"", ""0:01:11"", ""0:00:15"", ""0:01:10"", ""0:00:15"", ""0:01:09"", ""0:00:15"", ""0:01:08"", ""0:00:14"", ""0:01:07"", ""0:00:14"", ""0:01:07"", ""0:00:14"", ""0:01:05"", ""0:00:14"", ""0:01:04"", ""0:00:14"", ""0:01:03"", ""0:00:14"", ""0:01:03"", ""0:00:13"", ""0:01:02"", ""0:00:13"", ""0:01:00"", ""0:00:13"", ""0:00:59"", ""0:00:12"", ""0:00:58"", ""0:00:12"", ""0:00:57"", ""0:00:12"", ""0:00:56"", ""0:00:12"", ""0:00:55"", ""0:00:12"", ""0:00:54"", ""0:00:11"", ""0:00:53"", ""0:00:11"", ""0:00:52"", ""0:00:10"", ""0:00:51"", ""0:00:10"", ""0:00:49"", ""0:00:09"", ""0:00:48"", ""0:00:09""]"
"IM Chan, Kim Yew",117,5,7hyg7tlz,2026.03.13,GS7877koh,Smirnov85,1500,1842,1/2-1/2,black,draw,?,?,12,Time forfeit,15+0,From Position,"[""0:00:15"", ""0:00:15"", ""0:00:14"", ""0:00:15"", ""0:00:12"", ""0:00:15"", ""0:00:11"", ""0:00:15"", ""0:00:10"", ""0:00:14"", ""0:00:09"", ""0:00:14"", ""0:00:07"", ""0:00:14"", ""0:00:06"", ""0:00:14"", ""0:00:06"", ""0:00:14"", ""0:00:03"", ""0:00:14"", ""0:00:02"", ""0:00:13"", ""0:00:01"", ""0:00:12""]"
"IM Chan, Kim Yew",118,5,QaRrnzoc,2026.03.12,Smirnov85,darkgamer69,2393,2274,1-0,white,win,B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",24,Normal,600+5,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:04"", ""0:10:05"", ""0:10:07"", ""0:10:10"", ""0:10:12"", ""0:10:13"", ""0:10:15"", ""0:10:07"", ""0:10:18"", ""0:09:58"", ""0:10:21"", ""0:10:01"", ""0:10:25"", ""0:09:40"", ""0:10:23"", ""0:09:15"", ""0:10:05"", ""0:08:59"", ""0:09:52"", ""0:08:14"", ""0:08:51"", ""0:08:09"", ""0:08:54"", ""0:07:28"", ""0:08:39"", ""0:06:14"", ""0:07:55"", ""0:06:07"", ""0:06:40"", ""0:05:45"", ""0:06:02"", ""0:02:48"", ""0:05:54"", ""0:02:21"", ""0:05:39"", ""0:00:58"", ""0:05:32"", ""0:00:32"", ""0:05:04"", ""0:00:35"", ""0:04:54"", ""0:00:11"", ""0:04:45"", ""0:00:16"", ""0:04:40""]"
"IM Chan, Kim Yew",119,5,EQGh5CHn,2026.03.12,Smirnov85,darkgamer69,2393,2274,1-0,white,win,B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",41,Normal,600+5,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:03"", ""0:10:04"", ""0:10:06"", ""0:10:09"", ""0:10:11"", ""0:10:13"", ""0:10:12"", ""0:10:18"", ""0:10:11"", ""0:10:21"", ""0:10:08"", ""0:10:21"", ""0:10:02"", ""0:10:19"", ""0:10:06"", ""0:10:15"", ""0:08:10"", ""0:10:12"", ""0:07:55"", ""0:10:16"", ""0:07:39"", ""0:10:07"", ""0:06:22"", ""0:10:05"", ""0:05:57"", ""0:09:34"", ""0:05:24"", ""0:09:16"", ""0:04:27"", ""0:06:56"", ""0:03:23"", ""0:06:59"", ""0:02:55"", ""0:07:03"", ""0:02:14"", ""0:07:02"", ""0:02:07"", ""0:05:36"", ""0:00:47"", ""0:05:41"", ""0:00:52"", ""0:05:12"", ""0:00:50"", ""0:04:44"", ""0:00:42"", ""0:02:26"", ""0:00:36"", ""0:01:21"", ""0:00:38"", ""0:01:25"", ""0:00:39"", ""0:01:27"", ""0:00:37"", ""0:01:08"", ""0:00:23"", ""0:00:52"", ""0:00:19"", ""0:00:55"", ""0:00:23"", ""0:00:47"", ""0:00:27"", ""0:00:37"", ""0:00:23"", ""0:00:39"", ""0:00:24"", ""0:00:38"", ""0:00:25"", ""0:00:20"", ""0:00:11"", ""0:00:07"", ""0:00:10"", ""0:00:06"", ""0:00:15"", ""0:00:09"", ""0:00:19"", ""0:00:08"", ""0:00:20"", ""0:00:09"", ""0:00:21""]"
"IM Chan, Kim Yew",120,5,hfyVltUx,2026.03.07,LeelaQueenOdds,Smirnov85,2430,2393,1-0,black,loss,?,?,29,Normal,600+5,From Position,"[""0:10:00"", ""0:10:00"", ""0:10:05"", ""0:10:03"", ""0:10:01"", ""0:09:54"", ""0:10:02"", ""0:09:55"", ""0:10:07"", ""0:09:31"", ""0:10:10"", ""0:09:34"", ""0:10:14"", ""0:09:34"", ""0:10:17"", ""0:09:24"", ""0:10:20"", ""0:09:25"", ""0:10:24"", ""0:09:25"", ""0:10:29"", ""0:09:27"", ""0:10:33"", ""0:09:32"", ""0:10:37"", ""0:09:22"", ""0:10:40"", ""0:09:21"", ""0:10:43"", ""0:09:21"", ""0:10:46"", ""0:09:07"", ""0:10:49"", ""0:08:59"", ""0:10:48"", ""0:08:45"", ""0:10:45"", ""0:08:46"", ""0:10:46"", ""0:08:49"", ""0:10:49"", ""0:08:49"", ""0:10:49"", ""0:08:49"", ""0:10:50"", ""0:08:51"", ""0:10:54"", ""0:08:42"", ""0:10:51"", ""0:08:22"", ""0:10:54"", ""0:08:26"", ""0:10:56"", ""0:07:51"", ""0:10:56"", ""0:07:56"", ""0:10:58""]"
"IM Chan, Kim Yew",121,5,gcEyHQAP,2026.03.07,LeelaQueenOdds,Smirnov85,2430,2393,1-0,black,loss,?,?,35,Normal,600+5,From Position,"[""0:10:00"", ""0:10:00"", ""0:10:05"", ""0:10:03"", ""0:10:10"", ""0:10:06"", ""0:10:15"", ""0:10:03"", ""0:10:11"", ""0:10:05"", ""0:10:13"", ""0:10:04"", ""0:10:15"", ""0:10:05"", ""0:10:18"", ""0:09:59"", ""0:10:22"", ""0:09:59"", ""0:10:26"", ""0:10:02"", ""0:10:29"", ""0:09:58"", ""0:10:32"", ""0:10:01"", ""0:10:35"", ""0:10:04"", ""0:10:38"", ""0:09:49"", ""0:10:42"", ""0:09:46"", ""0:10:43"", ""0:09:44"", ""0:10:47"", ""0:09:15"", ""0:10:50"", ""0:09:16"", ""0:10:54"", ""0:09:03"", ""0:10:54"", ""0:08:50"", ""0:10:57"", ""0:08:33"", ""0:11:02"", ""0:08:31"", ""0:11:02"", ""0:08:20"", ""0:11:04"", ""0:07:45"", ""0:11:06"", ""0:07:44"", ""0:11:07"", ""0:07:44"", ""0:11:10"", ""0:07:36"", ""0:11:15"", ""0:07:34"", ""0:11:18"", ""0:07:27"", ""0:11:20"", ""0:07:25"", ""0:11:24"", ""0:07:26"", ""0:11:20"", ""0:07:16"", ""0:11:12"", ""0:06:33"", ""0:11:06"", ""0:06:36"", ""0:11:07""]"
"IM Chan, Kim Yew",122,5,mQAUlG8F,2026.03.07,LeelaQueenOdds,Smirnov85,2430,2393,1-0,black,loss,?,?,23,Normal,600+5,From Position,"[""0:10:00"", ""0:10:00"", ""0:10:05"", ""0:10:03"", ""0:10:01"", ""0:09:55"", ""0:10:04"", ""0:09:58"", ""0:10:09"", ""0:09:50"", ""0:10:12"", ""0:09:50"", ""0:10:15"", ""0:09:43"", ""0:10:18"", ""0:09:40"", ""0:10:21"", ""0:09:31"", ""0:10:25"", ""0:08:59"", ""0:10:28"", ""0:09:00"", ""0:10:32"", ""0:08:56"", ""0:10:35"", ""0:08:45"", ""0:10:37"", ""0:08:30"", ""0:10:41"", ""0:08:10"", ""0:10:44"", ""0:08:08"", ""0:10:48"", ""0:07:59"", ""0:10:48"", ""0:07:55"", ""0:10:50"", ""0:07:41"", ""0:10:54"", ""0:07:26"", ""0:10:48"", ""0:07:01"", ""0:10:49"", ""0:06:54"", ""0:10:44"", ""0:06:51""]"
"IM Chan, Kim Yew",123,5,grBF8sNy,2026.03.06,GS7877koh,Smirnov85,1670,2393,1-0,black,loss,C01,French Defense: Exchange Variation,31,Time forfeit,900+0,Standard,"[""0:15:00"", ""0:15:00"", ""0:14:55"", ""0:14:58"", ""0:14:53"", ""0:14:55"", ""0:14:52"", ""0:14:53"", ""0:14:51"", ""0:14:16"", ""0:14:36"", ""0:13:19"", ""0:14:26"", ""0:11:49"", ""0:14:19"", ""0:11:43"", ""0:13:56"", ""0:10:59"", ""0:13:07"", ""0:10:35"", ""0:12:12"", ""0:09:25"", ""0:12:00"", ""0:08:30"", ""0:11:33"", ""0:07:18"", ""0:11:31"", ""0:05:24"", ""0:10:44"", ""0:03:56"", ""0:10:16"", ""0:02:58"", ""0:10:16"", ""0:02:34"", ""0:09:41"", ""0:02:06"", ""0:09:39"", ""0:02:01"", ""0:09:31"", ""0:01:22"", ""0:09:07"", ""0:01:02"", ""0:08:25"", ""0:00:47"", ""0:08:18"", ""0:00:42"", ""0:07:57"", ""0:00:40"", ""0:07:52"", ""0:00:34"", ""0:07:07"", ""0:00:26"", ""0:06:41"", ""0:00:17"", ""0:06:33"", ""0:00:07"", ""0:06:26"", ""0:00:00"", ""0:06:19"", ""0:00:00"", ""0:06:16""]"
"IM Chan, Kim Yew",124,5,nNETVDCc,2026.03.05,Smirnov85,darkgamer69,2393,2274,1-0,white,win,D18,"Slav Defense: Czech Variation, Classical System",35,Normal,600+5,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:03"", ""0:10:04"", ""0:10:06"", ""0:10:09"", ""0:10:09"", ""0:10:13"", ""0:10:12"", ""0:10:17"", ""0:09:47"", ""0:10:19"", ""0:09:47"", ""0:10:18"", ""0:09:45"", ""0:10:15"", ""0:09:15"", ""0:09:41"", ""0:08:16"", ""0:07:31"", ""0:06:01"", ""0:07:24"", ""0:05:55"", ""0:06:49"", ""0:05:17"", ""0:06:21"", ""0:03:33"", ""0:05:51"", ""0:03:34"", ""0:05:43"", ""0:02:09"", ""0:03:57"", ""0:01:55"", ""0:03:15"", ""0:01:48"", ""0:02:19"", ""0:01:30"", ""0:02:17"", ""0:01:26"", ""0:02:22"", ""0:00:51"", ""0:02:09"", ""0:00:42"", ""0:01:48"", ""0:00:32"", ""0:01:53"", ""0:00:36"", ""0:01:55"", ""0:00:11"", ""0:01:36"", ""0:00:12"", ""0:01:38"", ""0:00:16"", ""0:01:38"", ""0:00:19"", ""0:01:31"", ""0:00:23"", ""0:01:30"", ""0:00:26"", ""0:01:18"", ""0:00:13"", ""0:01:23"", ""0:00:17"", ""0:01:23"", ""0:00:20"", ""0:01:22"", ""0:00:24"", ""0:01:24"", ""0:00:28""]"
"IM Chan, Kim Yew",125,5,DXJNJlzN,2026.03.05,Smirnov85,darkgamer69,2393,2274,1-0,white,win,D12,"Slav Defense: Quiet Variation, Schallopp Defense",27,Normal,600+5,Standard,"[""0:10:00"", ""0:10:00"", ""0:09:57"", ""0:10:03"", ""0:09:53"", ""0:10:06"", ""0:09:57"", ""0:09:59"", ""0:10:00"", ""0:09:54"", ""0:09:44"", ""0:09:50"", ""0:08:51"", ""0:09:53"", ""0:08:49"", ""0:09:46"", ""0:08:19"", ""0:09:03"", ""0:07:58"", ""0:09:01"", ""0:06:41"", ""0:09:06"", ""0:05:45"", ""0:08:27"", ""0:05:37"", ""0:06:03"", ""0:05:06"", ""0:04:26"", ""0:04:12"", ""0:04:02"", ""0:04:01"", ""0:03:33"", ""0:03:48"", ""0:03:22"", ""0:02:47"", ""0:02:53"", ""0:02:46"", ""0:02:52"", ""0:02:40"", ""0:02:03"", ""0:02:27"", ""0:01:54"", ""0:02:32"", ""0:01:43"", ""0:02:25"", ""0:01:19"", ""0:02:10"", ""0:01:20"", ""0:02:15"", ""0:01:25"", ""0:02:19"", ""0:01:21"", ""0:02:10""]"
"IM Chan, Kim Yew",126,5,VN9rMy6g,2026.01.24,Smirnov85,aliardani,2570,1573,1/2-1/2,white,draw,?,?,89,Normal,300+3,From Position,"[""0:05:00"", ""0:05:00"", ""0:05:02"", ""0:05:01"", ""0:04:57"", ""0:05:03"", ""0:04:56"", ""0:05:04"", ""0:04:46"", ""0:05:04"", ""0:04:04"", ""0:05:00"", ""0:04:00"", ""0:05:01"", ""0:02:42"", ""0:05:01"", ""0:02:29"", ""0:05:02"", ""0:02:01"", ""0:05:02"", ""0:01:43"", ""0:05:03"", ""0:01:44"", ""0:04:41"", ""0:01:33"", ""0:04:41"", ""0:01:33"", ""0:04:34"", ""0:01:31"", ""0:04:27"", ""0:01:26"", ""0:04:26"", ""0:01:19"", ""0:04:24"", ""0:01:17"", ""0:04:21"", ""0:00:47"", ""0:04:21"", ""0:00:33"", ""0:04:23"", ""0:00:29"", ""0:04:19"", ""0:00:30"", ""0:04:21"", ""0:00:27"", ""0:04:24"", ""0:00:27"", ""0:04:21"", ""0:00:26"", ""0:04:21"", ""0:00:17"", ""0:04:20"", ""0:00:19"", ""0:04:22"", ""0:00:21"", ""0:04:24"", ""0:00:23"", ""0:04:25"", ""0:00:20"", ""0:04:20"", ""0:00:34"", ""0:04:11"", ""0:00:17"", ""0:03:53"", ""0:00:12"", ""0:03:54"", ""0:00:12"", ""0:03:25"", ""0:00:44"", ""0:03:22"", ""0:00:45"", ""0:03:23"", ""0:00:47"", ""0:03:13"", ""0:00:27"", ""0:03:13"", ""0:00:28"", ""0:03:14"", ""0:00:38"", ""0:03:04"", ""0:00:19""]"
"IM Chan, Kim Yew",127,5,ayh6R0gg,2026.01.24,Smirnov85,aliardani,2570,1573,1/2-1/2,white,draw,?,?,62,Normal,300+3,From Position,"[""0:05:00"", ""0:05:00"", ""0:05:00"", ""0:05:01"", ""0:04:58"", ""0:05:03"", ""0:05:00"", ""0:05:05"", ""0:04:46"", ""0:05:05"", ""0:04:29"", ""0:04:51"", ""0:04:27"", ""0:04:36"", ""0:04:24"", ""0:04:37"", ""0:03:57"", ""0:04:37"", ""0:03:46"", ""0:04:34"", ""0:03:28"", ""0:04:29"", ""0:02:32"", ""0:04:27"", ""0:02:16"", ""0:04:28"", ""0:02:04"", ""0:04:28""]"
"IM Chan, Kim Yew",128,5,n4SKuCnW,2026.01.24,Smirnov85,aliardani,2570,1573,1/2-1/2,white,draw,?,?,93,Normal,300+3,From Position,"[""0:05:00"", ""0:05:00"", ""0:04:55"", ""0:05:00"", ""0:04:49"", ""0:04:51"", ""0:04:35"", ""0:04:45"", ""0:04:08"", ""0:04:37"", ""0:03:39"", ""0:04:31"", ""0:03:06"", ""0:04:26"", ""0:02:50"", ""0:04:29"", ""0:02:41"", ""0:04:20"", ""0:02:31"", ""0:04:21"", ""0:02:26"", ""0:04:17"", ""0:02:02"", ""0:04:09"", ""0:01:43"", ""0:04:08"", ""0:01:13"", ""0:04:05"", ""0:01:15"", ""0:04:07"", ""0:01:14"", ""0:04:03"", ""0:01:15"", ""0:04:05"", ""0:01:15"", ""0:04:07"", ""0:01:17"", ""0:04:09"", ""0:01:15"", ""0:04:11"", ""0:01:17"", ""0:04:13"", ""0:01:19"", ""0:04:17"", ""0:01:21"", ""0:04:19"", ""0:01:21"", ""0:04:22"", ""0:01:24"", ""0:04:25"", ""0:01:23"", ""0:04:28"", ""0:01:25"", ""0:04:30"", ""0:01:28"", ""0:04:33"", ""0:01:28"", ""0:04:35"", ""0:01:30"", ""0:04:37"", ""0:01:28"", ""0:04:39"", ""0:01:30"", ""0:04:41"", ""0:01:31"", ""0:04:42"", ""0:01:27"", ""0:04:44"", ""0:01:29"", ""0:04:47"", ""0:01:31"", ""0:04:49"", ""0:01:33"", ""0:04:52"", ""0:01:34"", ""0:04:55"", ""0:01:34"", ""0:04:57"", ""0:01:36"", ""0:04:59"", ""0:01:39"", ""0:05:02"", ""0:01:41"", ""0:05:04"", ""0:01:44"", ""0:05:07"", ""0:01:47"", ""0:05:09"", ""0:01:47"", ""0:05:12""]"
"IM Chan, Kim Yew",129,5,i3VLA2cI,2026.01.18,aliardani,Smirnov85,1573,2570,0-1,black,win,?,?,31,Time forfeit,180+2,From Position,"[""0:03:00"", ""0:02:39"", ""0:02:55"", ""0:02:09"", ""0:02:33"", ""0:01:40"", ""0:02:21"", ""0:01:34"", ""0:02:17"", ""0:01:19"", ""0:02:05"", ""0:01:01"", ""0:01:41"", ""0:00:57"", ""0:01:14"", ""0:00:20"", ""0:00:58"", ""0:00:16"", ""0:00:38"", ""0:00:16"", ""0:00:37"", ""0:00:16"", ""0:00:39"", ""0:00:11"", ""0:00:35"", ""0:00:07"", ""0:00:21"", ""0:00:07"", ""0:00:22"", ""0:00:08"", ""0:00:16"", ""0:00:08""]"
"IM Chan, Kim Yew",130,5,QflDhW88,2026.01.11,Smirnov85,aliardani,2570,1573,1-0,white,win,?,?,44,Normal,180+2,From Position,"[""0:03:00"", ""0:03:00"", ""0:02:49"", ""0:02:52"", ""0:02:48"", ""0:02:39"", ""0:02:37"", ""0:02:28"", ""0:02:35"", ""0:02:19"", ""0:02:32"", ""0:02:05"", ""0:02:26"", ""0:01:37"", ""0:02:23"", ""0:01:28"", ""0:01:32"", ""0:01:19"", ""0:01:27"", ""0:01:18"", ""0:01:25"", ""0:01:15"", ""0:01:21"", ""0:00:58"", ""0:01:15"", ""0:00:50"", ""0:01:16"", ""0:00:50"", ""0:01:10"", ""0:00:48"", ""0:01:04"", ""0:00:44"", ""0:00:51"", ""0:00:39"", ""0:00:45"", ""0:00:35"", ""0:00:37"", ""0:00:22"", ""0:00:33"", ""0:00:22"", ""0:00:13"", ""0:00:21"", ""0:00:12"", ""0:00:21"", ""0:00:13"", ""0:00:19"", ""0:00:14"", ""0:00:15"", ""0:00:13""]"
"IM Chan, Kim Yew",131,5,oTESSMK1,2026.01.06,Smirnov85,Chriscola,2570,1552,0-1,white,loss,?,?,70,Normal,120+5,From Position,"[""0:02:00"", ""0:10:00"", ""0:02:04"", ""0:10:01"", ""0:02:08"", ""0:10:05"", ""0:01:58"", ""0:10:02"", ""0:02:01"", ""0:10:06"", ""0:02:05"", ""0:10:09"", ""0:02:08"", ""0:10:09"", ""0:02:11"", ""0:10:12"", ""0:02:04"", ""0:10:07"", ""0:02:06"", ""0:09:53"", ""0:02:03"", ""0:09:34"", ""0:02:08"", ""0:09:39"", ""0:02:11"", ""0:09:05"", ""0:01:43"", ""0:09:05"", ""0:01:40"", ""0:09:02"", ""0:01:41"", ""0:09:01"", ""0:01:40"", ""0:09:02"", ""0:01:17"", ""0:09:01"", ""0:01:21"", ""0:09:04"", ""0:01:18"", ""0:09:04"", ""0:01:22"", ""0:08:57"", ""0:01:08"", ""0:08:45"", ""0:01:04"", ""0:08:47"", ""0:01:08"", ""0:08:49""]"
